GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Region,Gross Current Expenditure,8113515,2021,,,,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,32505.56798
Region,Gross Current Expenditure,8113515,2021,,,,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,24946.40432
England,Gross Current Expenditure,8113515,2021,,,,E92000001,England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,372363.3819
Local Authority,Gross Current Expenditure,8113515,2021,108,E08000022,North Tyneside,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,105
Local Authority,Gross Current Expenditure,8113515,2021,111,E06000001,Hartlepool,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,-1195.757931
Local Authority,Gross Current Expenditure,8113515,2021,112,E06000002,Middlesbrough,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,252
Local Authority,Gross Current Expenditure,8113515,2021,114,E06000004,Stockton-on-Tees,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,5045
Local Authority,Gross Current Expenditure,8113515,2021,206,E08000018,Rotherham,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,227
Local Authority,Gross Current Expenditure,8113515,2021,213,E08000036,Wakefield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,178.4702735
Local Authority,Gross Current Expenditure,8113515,2021,216,E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,336
Local Authority,Gross Current Expenditure,8113515,2021,306,E08000003,Manchester,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1767
Local Authority,Gross Current Expenditure,8113515,2021,309,E08000006,Salford,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,520
Local Authority,Gross Current Expenditure,8113515,2021,317,E08000014,Sefton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,110
Local Authority,Gross Current Expenditure,8113515,2021,318,E08000013,St. Helens,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,476
Local Authority,Gross Current Expenditure,8113515,2021,323,E10000017,Lancashire,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,3158.182
Local Authority,Gross Current Expenditure,8113515,2021,325,E06000009,Blackpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1890.0643
Local Authority,Gross Current Expenditure,8113515,2021,327,E06000050,Cheshire West and Chester,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,22859
Local Authority,Gross Current Expenditure,8113515,2021,409,E08000028,Sandwell,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,472
Local Authority,Gross Current Expenditure,8113515,2021,410,E08000029,Solihull,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,540.0177271
Local Authority,Gross Current Expenditure,8113515,2021,415,E06000019,Herefordshire County of,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,162.656
Local Authority,Gross Current Expenditure,8113515,2021,510,E06000017,Rutland,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,298
Local Authority,Gross Current Expenditure,8113515,2021,511,E10000024,Nottinghamshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,49.64054127
Local Authority,Gross Current Expenditure,8113515,2021,611,E06000032,Luton,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,457
Local Authority,Gross Current Expenditure,8113515,2021,613,E06000042,Milton Keynes,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,266.0690973
Local Authority,Gross Current Expenditure,8113515,2021,615,E06000037,West Berkshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,144.2270335
Local Authority,Gross Current Expenditure,8113515,2021,618,E06000040,Windsor and Maidenhead,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8113515,2021,620,E10000012,Essex,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,84510
Local Authority,Gross Current Expenditure,8113515,2021,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,133.72062
Local Authority,Gross Current Expenditure,8113515,2021,710,E09000028,Southwark,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,600
Local Authority,Gross Current Expenditure,8113515,2021,711,E09000030,Tower Hamlets,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,3389.361513
Local Authority,Gross Current Expenditure,8113515,2021,713,E09000033,Westminster,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,512.651
Local Authority,Gross Current Expenditure,8113515,2021,720,E09000006,Bromley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1294.3084
Local Authority,Gross Current Expenditure,8113515,2021,721,E09000008,Croydon,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1160
Local Authority,Gross Current Expenditure,8113515,2021,723,E09000010,Enfield,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,211
Local Authority,Gross Current Expenditure,8113515,2021,731,E09000025,Newham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2090.955238
Local Authority,Gross Current Expenditure,8113515,2021,817,E06000054,Wiltshire,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,684.9697673
Local Authority,Gross Current Expenditure,8113515,2021,904,E10000013,Gloucestershire,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,450
Local Authority,Gross Current Expenditure,8113515,2021,102,E10000006,Cumbria,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,605.03876
Local Authority,Gross Current Expenditure,8113515,2021,117,E06000005,Darlington,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,942
Local Authority,Gross Current Expenditure,8113515,2021,205,E08000017,Doncaster,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,523
Local Authority,Gross Current Expenditure,8113515,2021,212,E08000035,Leeds,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2264
Local Authority,Gross Current Expenditure,8113515,2021,217,E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,3366.363261
Local Authority,Gross Current Expenditure,8113515,2021,310,E08000007,Stockport,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1305
Local Authority,Gross Current Expenditure,8113515,2021,312,E08000009,Trafford,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1224.20143
Local Authority,Gross Current Expenditure,8113515,2021,315,E08000011,Knowsley,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,298
Local Authority,Gross Current Expenditure,8113515,2021,316,E08000012,Liverpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,386.527582
Local Authority,Gross Current Expenditure,8113515,2021,326,E06000049,Cheshire East,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,19124
Local Authority,Gross Current Expenditure,8113515,2021,406,E08000025,Birmingham,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,9282
Local Authority,Gross Current Expenditure,8113515,2021,408,E08000027,Dudley,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,139
Local Authority,Gross Current Expenditure,8113515,2021,411,E08000030,Walsall,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,675
Local Authority,Gross Current Expenditure,8113515,2021,416,E10000034,Worcestershire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1604.928391
Local Authority,Gross Current Expenditure,8113515,2021,418,E06000020,Telford and Wrekin,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1695.729
Local Authority,Gross Current Expenditure,8113515,2021,504,E10000021,Northamptonshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,6001
Local Authority,Gross Current Expenditure,8113515,2021,508,E10000018,Leicestershire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,382
Local Authority,Gross Current Expenditure,8113515,2021,512,E06000018,Nottingham,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,148.90648
Local Authority,Gross Current Expenditure,8113515,2021,606,E10000015,Hertfordshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,7291
Local Authority,Gross Current Expenditure,8113515,2021,609,E10000029,Suffolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,8772.52
Local Authority,Gross Current Expenditure,8113515,2021,617,E06000039,Slough,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1131
Local Authority,Gross Current Expenditure,8113515,2021,619,E06000041,Wokingham,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,134.7768299
Local Authority,Gross Current Expenditure,8113515,2021,622,E06000034,Thurrock,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,225.545596
Local Authority,Gross Current Expenditure,8113515,2021,624,E06000031,Peterborough,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,945
Local Authority,Gross Current Expenditure,8113515,2021,626,E06000056,Central Bedfordshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2496.979753
Local Authority,Gross Current Expenditure,8113515,2021,704,E09000012,Hackney,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,[x]
Local Authority,Gross Current Expenditure,8113515,2021,705,E09000013,Hammersmith and Fulham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,998.164
Local Authority,Gross Current Expenditure,8113515,2021,712,E09000032,Wandsworth,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,598.944034
